customerid,orders,total_spent,last_purchase
12377.0,2,1628.12,2011-01-28 15:45:00
14759.0,3,1625.97,2011-12-05 12:03:00
13425.0,3,1624.21,2011-08-23 17:13:00
16515.0,5,1624.14,2011-10-18 13:10:00
15172.0,5,1624.05,2011-12-01 11:51:00
14937.0,3,1621.88,2011-10-14 12:29:00
17101.0,4,1621.73,2011-11-29 13:57:00
18161.0,5,1618.69,2011-11-24 16:40:00
16987.0,7,1616.8,2011-12-06 17:26:00
14336.0,4,1614.91,2011-11-23 11:40:00
16992.0,5,1614.31,2011-11-29 11:50:00
15791.0,2,1612.69,2011-10-27 10:14:00
14312.0,6,1611.59,2011-10-24 09:46:00
14918.0,2,1610.15,2011-08-16 11:50:00
12868.0,6,1607.0600000000002,2011-06-07 10:42:00
16817.0,9,1604.75,2011-12-07 11:03:00
12947.0,6,1603.99,2011-07-19 10:06:00
15660.0,9,1600.86,2011-11-14 16:58:00
14178.0,7,1600.26,2011-12-01 12:01:00
16496.0,3,1599.52,2011-12-01 10:31:00
16466.0,7,1595.96,2011-11-06 11:35:00
13850.0,1,1595.48,2011-08-02 14:04:00
17673.0,6,1594.97,2011-12-08 12:50:00
16801.0,4,1594.23,2011-06-29 15:33:00
16676.0,4,1592.1200000000001,2011-11-06 12:01:00
14970.0,4,1592.06,2011-10-02 13:44:00
15611.0,13,1591.45,2011-11-30 12:36:00
18178.0,4,1590.81,2011-08-03 09:30:00
14442.0,2,1589.82,2011-05-19 11:36:00
13614.0,4,1585.46,2011-11-15 14:47:00
16332.0,7,1582.8,2011-11-11 14:22:00
12393.0,4,1582.6000000000001,2011-09-28 15:41:00
14719.0,5,1581.84,2011-12-08 12:43:00
14587.0,9,1580.29,2011-11-21 11:34:00
12607.0,1,1579.51,2011-10-10 16:06:00
13814.0,2,1579.12,2011-09-08 13:48:00
16889.0,3,1578.67,2011-05-29 11:05:00
13186.0,3,1575.89,2011-10-31 11:40:00
17671.0,4,1572.71,2011-11-24 12:21:00
16283.0,5,1570.81,2011-12-04 12:08:00
12865.0,2,1568.23,2011-11-13 14:31:00
15906.0,7,1567.69,2011-11-20 12:24:00
15111.0,3,1567.48,2011-11-10 16:58:00
15532.0,4,1564.73,2011-11-14 14:51:00
17204.0,4,1564.56,2011-06-17 14:46:00
13659.0,2,1563.0,2011-05-18 12:37:00
17085.0,5,1562.4,2011-08-08 14:15:00
18239.0,5,1561.6100000000001,2011-05-05 12:38:00
14038.0,3,1560.38,2011-09-22 13:37:00
16394.0,5,1555.34,2011-10-14 09:48:00
13313.0,5,1555.32,2011-11-17 16:48:00
15620.0,3,1553.18,2011-10-14 12:41:00
15117.0,5,1551.78,2011-11-25 08:12:00
13634.0,5,1547.3600000000001,2011-11-06 13:40:00
14229.0,3,1547.2,2011-10-19 10:04:00
16790.0,6,1545.6200000000001,2011-12-06 11:53:00
16369.0,3,1545.41,2011-11-21 16:25:00
13397.0,5,1544.13,2011-09-28 10:56:00
12818.0,1,1542.08,2011-03-23 12:06:00
17837.0,8,1541.23,2011-10-28 16:13:00
16365.0,9,1540.42,2011-11-22 11:24:00
17159.0,3,1538.88,2011-11-18 10:52:00
13849.0,2,1537.95,2011-10-19 10:59:00
12877.0,12,1535.77,2011-12-06 10:30:00
15392.0,4,1535.53,2011-12-05 11:01:00
15625.0,4,1534.26,2011-08-28 10:21:00
13320.0,4,1532.2,2011-09-22 18:07:00
13107.0,4,1531.6200000000001,2011-10-26 14:52:00
12759.0,3,1531.44,2011-10-18 14:49:00
14321.0,5,1530.75,2011-11-29 09:47:00
14567.0,2,1530.3600000000001,2011-10-14 10:21:00
15701.0,4,1529.0,2011-12-07 14:39:00
16244.0,2,1522.75,2011-05-12 10:18:00
16066.0,5,1521.04,2011-11-23 11:54:00
13213.0,5,1520.58,2011-10-14 11:42:00
13764.0,3,1519.42,2011-09-30 12:03:00
14267.0,3,1516.24,2011-06-30 10:09:00
13791.0,2,1516.0,2011-08-04 11:44:00
16748.0,5,1515.9,2011-11-22 10:17:00
16053.0,2,1511.95,2011-11-07 11:21:00
16434.0,7,1511.8,2011-11-10 14:28:00
16910.0,8,1508.96,2011-12-05 12:51:00
15265.0,2,1506.1200000000001,2011-07-11 14:46:00
12937.0,4,1504.27,2011-11-24 15:05:00
15916.0,8,1502.8600000000001,2011-11-23 13:46:00
16279.0,3,1502.78,2011-11-18 15:00:00
13810.0,3,1499.01,2011-11-11 08:33:00
15530.0,4,1497.31,2011-11-18 12:25:00
14414.0,7,1496.98,2011-09-09 12:09:00
14704.0,9,1493.96,2011-11-28 12:51:00
17002.0,3,1493.73,2011-09-15 12:40:00
16880.0,7,1491.43,2011-11-09 11:33:00
15057.0,2,1489.5,2011-03-09 15:17:00
13110.0,7,1488.67,2011-11-08 14:30:00
13692.0,3,1488.32,2011-11-15 11:17:00
17553.0,1,1487.6,2011-08-02 10:00:00
14758.0,4,1484.06,2011-07-18 08:21:00
16395.0,5,1482.06,2011-10-10 12:50:00
18016.0,5,1477.66,2011-11-07 13:25:00
14878.0,9,1476.09,2011-11-27 11:15:00
14403.0,4,1475.81,2011-08-01 12:57:00
16755.0,3,1475.43,2011-08-17 13:21:00
12826.0,7,1474.72,2011-12-07 10:25:00
14246.0,3,1474.06,2011-08-21 11:50:00
14963.0,5,1472.34,2011-11-30 12:16:00
15128.0,4,1471.0,2011-10-10 13:54:00
17590.0,3,1468.02,2011-12-07 12:55:00
16016.0,8,1465.51,2011-12-06 14:35:00
14875.0,2,1465.3200000000002,2011-08-24 12:20:00
15983.0,4,1465.12,2011-11-17 17:34:00
12882.0,2,1463.04,2011-11-30 16:18:00
14233.0,4,1462.72,2011-10-21 15:54:00
17063.0,7,1461.14,2011-11-18 16:19:00
16996.0,6,1456.96,2011-11-09 16:43:00
13309.0,5,1456.79,2011-12-02 16:34:00
13477.0,6,1454.58,2011-11-02 12:04:00
14541.0,8,1453.35,2011-10-12 10:08:00
16059.0,6,1453.16,2011-10-05 09:56:00
14404.0,6,1449.32,2011-11-06 12:30:00
14740.0,3,1448.21,2011-05-26 18:17:00
17073.0,4,1446.09,2011-11-22 11:47:00
13717.0,6,1445.01,2011-11-07 14:13:00
13461.0,3,1445.0,2011-11-01 09:01:00
17175.0,4,1443.69,2011-10-26 15:31:00
14071.0,8,1437.57,2011-12-06 12:27:00
15987.0,7,1432.77,2011-11-27 15:38:00
14566.0,1,1432.0,2011-08-21 11:05:00
16503.0,4,1431.93,2011-08-25 11:46:00
13475.0,4,1431.78,2011-06-01 13:52:00
15427.0,3,1430.54,2011-11-06 14:29:00
16103.0,6,1429.64,2011-12-02 14:16:00
13159.0,4,1429.35,2011-12-01 11:20:00
14035.0,5,1428.02,2011-11-11 10:03:00
15858.0,5,1427.57,2011-11-24 12:48:00
15681.0,5,1426.16,2011-11-14 16:30:00
17571.0,4,1425.67,2011-10-20 15:57:00
15106.0,5,1422.52,2011-11-22 09:16:00
16463.0,4,1422.4,2011-11-18 14:01:00
16571.0,3,1421.69,2011-11-13 11:46:00
14019.0,3,1421.61,2011-10-24 10:13:00
14901.0,9,1421.29,2011-11-28 17:09:00
14443.0,4,1420.2,2011-10-17 10:10:00
16173.0,6,1418.32,2011-11-24 10:53:00
17856.0,4,1418.03,2011-12-08 09:40:00
17288.0,7,1417.63,2011-11-30 16:09:00
14748.0,5,1415.75,2011-11-10 18:33:00
16348.0,7,1415.65,2011-11-07 15:44:00
16012.0,3,1415.29,2011-11-04 13:25:00
16245.0,3,1413.66,2011-11-16 10:14:00
15237.0,4,1412.32,2011-12-08 09:46:00
15444.0,2,1411.21,2011-11-30 17:37:00
15596.0,5,1406.59,2011-08-31 10:55:00
17083.0,3,1405.78,2011-08-22 15:43:00
16271.0,5,1404.64,2011-12-07 12:45:00
15426.0,5,1404.07,2011-11-20 15:36:00
18116.0,8,1403.1100000000001,2011-10-03 11:00:00
14649.0,4,1402.59,2011-12-05 12:30:00
15563.0,4,1400.44,2011-11-17 14:50:00
14741.0,6,1400.34,2011-11-28 08:48:00
15478.0,2,1399.92,2011-10-30 14:19:00
18202.0,3,1396.99,2011-05-24 12:12:00
13995.0,5,1393.69,2011-11-24 14:22:00
17354.0,1,1393.06,2011-10-20 10:34:00
15810.0,4,1391.98,2011-09-22 09:38:00
13414.0,3,1390.5,2011-07-29 11:45:00
13516.0,3,1389.41,2011-11-18 13:15:00
16539.0,4,1388.81,2011-12-07 08:41:00
15134.0,8,1387.99,2011-11-25 08:55:00
12952.0,4,1387.79,2011-12-04 10:35:00
12775.0,5,1386.04,2011-11-22 16:33:00
13308.0,3,1385.51,2011-11-17 09:31:00
18167.0,3,1384.8600000000001,2011-11-16 15:56:00
17311.0,2,1384.85,2011-09-22 14:11:00
13572.0,1,1384.25,2011-05-18 11:59:00
15898.0,5,1383.83,2011-12-08 15:23:00
15051.0,3,1383.3600000000001,2011-11-16 15:38:00
14116.0,5,1382.74,2011-11-20 10:29:00
16389.0,4,1382.07,2011-10-17 14:41:00
17621.0,3,1379.9,2011-11-18 17:11:00
12886.0,2,1378.4,2011-10-03 10:09:00
15569.0,5,1375.71,2011-08-28 10:15:00
14434.0,6,1372.8,2011-11-18 08:56:00
15453.0,7,1371.77,2011-12-08 10:59:00
17676.0,6,1371.18,2011-12-05 15:16:00
15095.0,4,1370.6,2011-08-28 12:01:00
14507.0,6,1367.88,2011-11-16 12:21:00
13813.0,4,1366.8600000000001,2011-10-31 10:38:00
14897.0,4,1366.38,2011-12-02 10:32:00
13396.0,2,1360.99,2011-11-10 16:59:00
16726.0,5,1358.74,2011-11-13 14:53:00
17054.0,5,1356.33,2011-11-11 12:56:00
14859.0,4,1353.74,2011-11-27 11:18:00
15116.0,4,1352.75,2011-11-22 12:25:00
16079.0,3,1352.0,2011-11-23 12:48:00
16493.0,4,1351.63,2011-09-21 11:10:00
12770.0,1,1351.45,2011-05-13 09:33:00
15411.0,4,1348.93,2011-11-13 15:19:00
16669.0,3,1348.88,2011-11-16 12:26:00
12646.0,2,1346.97,2011-12-05 10:14:00
14154.0,2,1345.62,2011-04-14 16:26:00
15398.0,2,1345.53,2011-11-23 16:47:00
12463.0,4,1344.78,2011-10-17 13:44:00
16317.0,3,1341.65,2011-08-12 12:46:00
13743.0,7,1341.6,2011-12-07 10:09:00
18177.0,6,1340.8700000000001,2011-11-08 14:44:00
16045.0,4,1340.7,2011-08-12 12:41:00
13501.0,1,1340.32,2011-02-24 18:59:00
15734.0,2,1339.45,2011-08-17 10:50:00
12620.0,3,1339.41,2011-11-25 10:20:00
15059.0,9,1337.72,2011-10-30 11:35:00
17372.0,8,1337.18,2011-10-30 11:37:00
12919.0,6,1335.19,2011-12-01 13:47:00
14064.0,5,1334.34,2011-11-10 13:14:00
15680.0,3,1333.68,2011-11-30 13:46:00
17932.0,3,1331.57,2011-11-10 19:49:00
12676.0,6,1331.39,2011-11-15 12:25:00
16295.0,4,1328.55,2011-11-30 08:17:00
13232.0,7,1328.35,2011-11-27 10:39:00
15146.0,2,1327.16,2011-06-28 12:09:00
17633.0,4,1324.84,2011-11-08 13:25:00
17095.0,3,1324.16,2011-11-17 12:21:00
16110.0,3,1320.95,2011-10-25 14:35:00
14591.0,4,1320.21,2011-11-24 13:57:00
14794.0,7,1319.91,2011-12-07 10:11:00
16083.0,2,1317.62,2011-08-31 10:47:00
12526.0,3,1316.66,2011-12-09 12:09:00
12854.0,3,1316.25,2011-09-22 12:15:00
14921.0,2,1316.07,2011-11-09 13:17:00
12576.0,5,1315.83,2011-11-04 10:11:00
14511.0,5,1314.81,2011-11-28 17:05:00
14738.0,7,1314.45,2011-10-28 08:56:00
14973.0,3,1314.45,2011-08-24 15:51:00
16040.0,3,1313.55,2011-10-05 13:47:00
12364.0,4,1313.1,2011-12-02 10:22:00
17004.0,2,1312.1399999999999,2011-10-24 14:25:00
12516.0,2,1312.06,2011-09-23 09:13:00
14477.0,4,1309.6,2011-11-20 11:11:00
16120.0,4,1309.14,2011-10-11 14:22:00
14047.0,5,1308.6100000000001,2011-12-01 11:43:00
13328.0,1,1308.48,2011-01-27 15:22:00
14297.0,4,1305.33,2011-11-22 09:06:00
12507.0,3,1304.81,2011-07-28 17:09:00
17919.0,1,1304.04,2011-09-12 13:41:00
15813.0,2,1303.9099999999999,2011-05-16 08:13:00
16370.0,4,1301.91,2011-09-18 15:55:00
15108.0,4,1300.25,2011-07-21 10:24:00
13168.0,4,1299.59,2011-11-03 12:56:00
16464.0,3,1298.66,2011-11-20 12:11:00
12488.0,3,1298.66,2011-11-30 08:50:00
12372.0,3,1298.04,2011-09-29 12:12:00
15602.0,9,1297.8700000000001,2011-12-01 14:14:00
17961.0,39,1296.44,2011-11-18 16:55:00
16929.0,7,1295.39,2011-12-06 08:37:00
16224.0,4,1295.3,2011-10-13 17:51:00
15621.0,4,1293.03,2011-12-05 14:01:00
16744.0,7,1291.91,2011-11-28 13:06:00
16101.0,1,1290.7,2011-09-30 10:18:00
14856.0,3,1290.53,2011-11-03 14:53:00
15171.0,1,1289.5,2011-01-12 15:36:00
15136.0,4,1286.7,2011-12-07 12:26:00
16949.0,6,1286.27,2011-12-06 11:07:00
17802.0,3,1285.04,2011-09-18 14:56:00
17350.0,4,1281.32,2011-12-01 15:47:00
13538.0,7,1280.85,2011-10-27 16:34:00
15494.0,2,1280.58,2011-11-18 14:51:00
16951.0,3,1277.75,2011-07-28 12:05:00
16692.0,2,1276.0,2011-03-28 14:46:00
12394.0,2,1272.48,2011-10-07 08:08:00
13878.0,1,1271.57,2011-10-16 12:19:00
16899.0,6,1271.06,2011-12-02 12:03:00
12630.0,2,1270.88,2011-11-30 10:48:00
13492.0,3,1269.84,2011-07-26 14:25:00
14898.0,6,1269.31,2011-11-16 14:54:00
13431.0,2,1269.1,2011-10-03 13:49:00
14916.0,4,1268.98,2011-09-30 09:20:00
15199.0,4,1268.7,2011-10-11 15:12:00
16660.0,4,1267.6499999999999,2011-11-23 14:53:00
17037.0,1,1267.32,2011-09-13 12:49:00
17158.0,3,1266.97,2011-11-07 15:15:00
14105.0,1,1266.23,2011-04-14 17:58:00
13989.0,2,1266.08,2011-10-05 09:47:00
16842.0,3,1264.19,2011-08-31 10:42:00
15497.0,2,1262.2,2011-11-22 11:51:00
16688.0,4,1260.86,2011-12-08 15:24:00
17388.0,4,1259.56,2011-09-23 10:31:00
15009.0,3,1259.43,2011-11-27 13:35:00
14669.0,3,1259.24,2011-04-12 11:43:00
17019.0,4,1258.08,2011-11-28 13:06:00
17412.0,7,1258.06,2011-12-07 11:36:00
13151.0,1,1257.8700000000001,2011-02-17 12:29:00
14931.0,5,1257.68,2011-12-05 10:19:00
16639.0,3,1257.51,2011-11-08 13:20:00
17481.0,4,1255.59,2011-12-06 12:28:00
13848.0,3,1255.0,2011-09-08 12:58:00
17262.0,5,1253.3600000000001,2011-10-18 12:56:00
14383.0,3,1247.69,2011-11-01 15:53:00
12689.0,2,1247.61,2011-11-14 08:31:00
13029.0,3,1247.5,2011-11-09 09:13:00
12494.0,7,1246.1000000000001,2011-11-24 09:34:00
13860.0,5,1245.9,2011-12-08 12:57:00
16531.0,7,1244.59,2011-11-17 16:29:00
17584.0,2,1242.3,2011-12-02 17:12:00
17588.0,3,1240.2,2011-08-31 13:37:00
17731.0,4,1240.11,2011-09-21 15:02:00
12985.0,2,1239.38,2011-12-09 10:46:00
13476.0,2,1238.47,2011-06-14 12:00:00
14893.0,2,1237.8500000000001,2011-11-30 12:31:00
13931.0,2,1237.53,2011-09-05 10:12:00
15201.0,5,1236.54,2011-09-13 14:53:00
18080.0,2,1231.5,2011-11-21 08:02:00
18171.0,5,1231.31,2011-10-12 09:13:00
15910.0,8,1228.88,2011-12-09 10:51:00
14913.0,4,1227.43,2011-11-04 08:29:00
12997.0,4,1226.89,2011-11-17 15:47:00
12412.0,3,1226.88,2011-09-26 10:16:00
14428.0,5,1224.06,2011-12-02 13:17:00
15841.0,4,1224.06,2011-09-28 12:15:00
15376.0,3,1221.56,2011-10-30 15:04:00
15004.0,1,1220.77,2011-07-15 14:05:00
14745.0,5,1220.26,2011-08-19 10:05:00
15227.0,5,1219.4,2011-11-03 11:59:00
13208.0,6,1217.65,2011-10-12 09:54:00
14698.0,5,1217.27,2011-12-08 12:26:00
13491.0,10,1215.82,2011-10-19 08:32:00
17410.0,5,1214.72,2011-11-23 15:46:00
13055.0,3,1214.41,2011-09-22 14:26:00
17774.0,4,1213.73,2011-09-04 12:49:00
18263.0,3,1213.1599999999999,2011-11-14 09:00:00
13918.0,2,1212.8400000000001,2011-10-21 12:25:00
16653.0,2,1212.66,2011-11-23 14:51:00
12464.0,8,1212.05,2011-11-29 13:33:00
17653.0,4,1207.56,2011-11-03 12:46:00
16762.0,3,1207.24,2011-11-20 11:43:00
14684.0,5,1201.51,2011-11-14 11:33:00
13158.0,4,1201.06,2011-09-06 11:58:00
17320.0,3,1200.6200000000001,2011-08-31 13:31:00
15605.0,5,1198.23,2011-11-03 14:17:00
13118.0,5,1197.81,2011-11-20 12:46:00
16794.0,10,1196.5,2011-12-08 17:54:00
17720.0,4,1195.94,2011-11-13 15:04:00
17526.0,4,1195.8999999999999,2011-12-05 11:05:00
15145.0,4,1194.73,2011-12-05 17:21:00
12611.0,1,1193.32,2011-10-18 13:12:00
13882.0,5,1191.13,2011-12-07 11:16:00
12462.0,2,1189.59,2011-11-21 09:11:00
15737.0,8,1188.1200000000001,2011-11-25 11:21:00
16612.0,4,1187.66,2011-11-07 07:38:00
17800.0,9,1187.21,2011-11-02 12:57:00
15630.0,2,1186.35,2011-10-25 15:36:00
17058.0,3,1179.89,2011-09-19 10:13:00
16950.0,3,1178.56,2011-10-14 09:06:00
16042.0,5,1177.47,2011-11-17 17:50:00
13752.0,6,1175.38,2011-08-07 14:16:00
12885.0,3,1175.22,2011-10-07 13:40:00
12640.0,3,1174.58,2011-11-16 11:52:00
15306.0,3,1174.35,2011-10-06 12:56:00
14857.0,2,1173.12,2011-10-11 09:23:00
12358.0,2,1168.06,2011-12-08 10:26:00
13500.0,3,1166.77,2011-11-16 15:35:00
14487.0,6,1165.48,2011-11-13 12:17:00
14737.0,3,1164.55,2011-12-06 10:16:00
14261.0,2,1163.45,2011-10-20 10:04:00
14447.0,5,1163.23,2011-11-21 08:28:00
16800.0,1,1162.65,2011-11-28 14:06:00
12546.0,2,1161.5,2011-10-24 12:09:00
15088.0,2,1160.07,2011-11-18 13:14:00
18168.0,6,1160.04,2011-06-16 19:21:00
13499.0,5,1159.11,2011-11-22 11:21:00
16184.0,6,1158.79,2011-10-06 17:43:00
17867.0,6,1157.8700000000001,2011-11-09 14:15:00
17348.0,5,1156.6,2011-11-25 11:25:00
16637.0,4,1154.47,2011-11-07 13:17:00
13611.0,3,1154.4,2011-09-11 14:51:00
16062.0,4,1153.62,2011-11-30 12:15:00
12710.0,3,1149.02,2011-09-04 12:00:00
17505.0,2,1145.84,2011-07-01 12:50:00
16766.0,2,1145.6,2011-03-11 15:22:00
12769.0,1,1143.6,2011-04-15 10:25:00
17770.0,5,1143.27,2011-05-25 12:34:00
15985.0,2,1142.42,2011-08-08 16:31:00
16270.0,1,1141.24,2010-12-21 14:26:00
13330.0,3,1140.93,2011-09-08 12:27:00
13819.0,3,1140.35,2011-02-11 10:38:00
16172.0,5,1140.21,2011-09-05 13:22:00
17135.0,7,1139.73,2011-11-23 16:48:00
17500.0,3,1138.0,2011-11-22 14:25:00
17302.0,5,1135.63,2011-11-25 09:36:00
17242.0,2,1135.04,2011-08-23 14:55:00
15489.0,3,1134.28,2011-11-17 08:53:00
16989.0,6,1133.25,2011-12-02 16:39:00
13282.0,3,1132.14,2011-11-21 15:33:00
13310.0,3,1132.03,2011-11-11 17:23:00
18125.0,4,1131.75,2011-11-10 12:29:00
15500.0,4,1131.56,2011-12-01 13:47:00
13447.0,3,1129.14,2011-11-16 13:38:00
16714.0,3,1129.06,2011-05-05 11:09:00
14824.0,4,1127.71,2011-11-29 14:20:00
12609.0,3,1126.85,2011-09-22 16:34:00
14708.0,3,1126.37,2011-12-07 08:21:00
17470.0,5,1125.07,2011-10-26 12:42:00
14129.0,5,1123.8600000000001,2011-12-08 11:02:00
13772.0,3,1122.63,2011-11-06 11:43:00
13486.0,3,1122.41,2011-09-22 13:13:00
17562.0,7,1122.38,2011-11-25 14:21:00
14723.0,6,1122.3600000000001,2011-11-29 15:23:00
16807.0,3,1121.59,2011-07-20 12:00:00
16086.0,5,1121.39,2011-10-11 13:09:00
15730.0,3,1120.88,2011-10-05 12:31:00
14276.0,3,1119.74,2011-09-02 09:45:00
12842.0,2,1118.99,2011-09-30 15:33:00
17894.0,8,1118.96,2011-09-29 09:23:00
17788.0,2,1117.9,2011-09-27 10:09:00
13591.0,3,1117.13,2011-10-06 12:26:00
17585.0,4,1116.68,2011-08-22 13:30:00
16350.0,4,1116.47,2011-11-18 15:53:00
12679.0,4,1113.02,2011-10-12 12:30:00
14817.0,2,1110.34,2011-05-23 13:35:00
15069.0,1,1109.53,2011-06-13 14:16:00
12399.0,4,1108.65,2011-08-12 13:15:00
15933.0,3,1107.46,2011-11-18 13:14:00
16833.0,4,1106.53,2011-12-08 14:39:00
12857.0,2,1106.4,2011-05-13 10:20:00
14102.0,5,1105.8799999999999,2011-12-04 15:38:00
17609.0,5,1105.78,2011-10-30 12:28:00
13064.0,4,1105.59,2011-11-27 12:31:00
14948.0,6,1101.97,2011-11-16 17:16:00
15716.0,4,1101.1100000000001,2011-07-17 11:59:00
17047.0,3,1100.9,2011-09-15 13:27:00
14410.0,9,1100.27,2011-09-08 15:08:00
14744.0,7,1099.98,2011-11-23 12:51:00
15978.0,1,1098.78,2011-09-23 15:21:00
13104.0,6,1098.48,2011-12-06 13:10:00
17966.0,5,1098.43,2011-11-02 10:26:00
14971.0,3,1097.98,2011-11-04 17:07:00
14161.0,3,1097.6200000000001,2011-05-08 11:41:00
16225.0,5,1096.32,2011-10-26 08:30:00
13211.0,3,1095.42,2011-11-29 14:43:00
13652.0,3,1095.08,2011-10-25 08:51:00
15745.0,4,1094.59,2011-11-20 13:45:00
15608.0,4,1093.68,2011-11-11 13:20:00
18189.0,2,1090.24,2011-09-23 12:40:00
13853.0,1,1090.14,2011-10-13 14:18:00
12534.0,1,1089.18,2011-08-01 10:26:00
15763.0,2,1086.92,2011-11-08 09:44:00
16533.0,3,1082.81,2011-11-20 13:08:00
13610.0,7,1082.33,2011-11-27 15:38:00
14561.0,3,1080.76,2011-09-25 12:39:00
13744.0,2,1080.52,2011-09-05 15:19:00
13726.0,2,1079.6599999999999,2011-11-01 10:49:00
15197.0,3,1079.6100000000001,2011-11-29 10:00:00
12354.0,1,1079.4,2011-04-21 13:11:00
14352.0,4,1078.96,2011-07-05 15:41:00
16094.0,4,1078.23,2011-11-28 12:45:00
16563.0,1,1077.74,2011-10-17 11:51:00
13715.0,5,1077.39,2011-03-03 19:21:00
16049.0,3,1074.81,2011-10-30 13:19:00
13131.0,3,1073.3,2011-11-16 13:21:00
15712.0,5,1072.3600000000001,2011-11-30 14:09:00
15238.0,3,1071.99,2011-11-10 14:28:00
13467.0,2,1071.91,2011-11-29 10:01:00
13521.0,3,1071.73,2011-12-08 13:50:00
17041.0,3,1071.49,2011-11-13 11:21:00
13635.0,1,1071.03,2011-10-03 10:55:00
17522.0,5,1070.71,2011-12-08 12:31:00
13761.0,2,1070.65,2011-10-20 14:01:00
14212.0,1,1070.48,2011-09-11 12:45:00
16200.0,2,1068.8700000000001,2011-12-05 14:40:00
16918.0,6,1068.82,2011-10-21 12:50:00
15436.0,3,1067.75,2011-11-27 16:05:00
15027.0,4,1066.1499999999999,2011-11-09 10:16:00
17277.0,2,1065.3500000000001,2011-04-26 12:47:00
14488.0,1,1064.28,2011-10-03 09:30:00
12951.0,6,1064.07,2011-12-01 12:14:00
15801.0,3,1063.95,2011-10-24 13:52:00
12936.0,4,1063.9,2011-11-22 17:32:00
12815.0,2,1063.46,2011-07-15 10:21:00
14411.0,1,1063.0,2011-02-02 10:56:00
16214.0,3,1062.75,2011-06-22 11:30:00
15706.0,4,1060.56,2011-10-07 10:09:00
17727.0,1,1060.25,2011-11-24 17:06:00
18130.0,3,1059.39,2011-11-24 14:40:00
17214.0,6,1059.1200000000001,2011-10-10 13:17:00
13455.0,2,1058.34,2011-11-15 11:21:00
15977.0,2,1054.73,2011-11-22 13:29:00
12716.0,2,1053.49,2011-12-06 08:55:00
14419.0,6,1051.79,2011-11-29 11:22:00
16416.0,3,1051.4,2011-11-13 12:50:00
15329.0,3,1049.7,2011-10-31 15:36:00
14078.0,6,1049.37,2011-08-30 12:16:00
17287.0,7,1049.06,2011-11-13 13:27:00
15839.0,3,1048.49,2011-11-06 13:54:00
16728.0,4,1048.28,2011-10-24 14:36:00
15777.0,4,1047.11,2011-04-12 16:43:00
15407.0,4,1046.74,2011-11-06 11:55:00
16520.0,3,1046.57,2011-06-06 13:24:00
14293.0,4,1046.56,2011-12-06 15:17:00
15464.0,1,1044.65,2011-01-05 15:56:00
15192.0,3,1044.32,2011-08-12 11:41:00
14389.0,2,1043.46,2011-10-05 15:17:00
15073.0,3,1043.41,2011-11-30 10:44:00
12497.0,1,1043.1,2011-09-19 12:29:00
13719.0,5,1041.68,2011-11-24 15:26:00
18221.0,5,1041.61,2011-11-17 14:40:00
15434.0,5,1041.48,2011-12-01 13:33:00
16320.0,2,1038.46,2011-06-20 15:25:00
14465.0,3,1038.44,2011-04-07 12:38:00
16175.0,4,1037.59,2011-09-06 14:32:00
17042.0,5,1036.58,2011-12-07 12:26:00
12691.0,6,1035.8,2011-11-11 16:49:00
16260.0,1,1035.45,2011-10-20 09:40:00
13639.0,1,1033.34,2011-09-26 13:36:00
14584.0,4,1033.06,2011-06-23 18:33:00
17724.0,3,1033.0,2011-09-29 15:26:00
12599.0,7,1032.58,2011-11-10 13:34:00
15996.0,6,1032.58,2011-09-12 15:14:00
12724.0,4,1031.41,2011-12-04 16:02:00
17405.0,3,1031.41,2011-12-08 17:12:00
13235.0,1,1031.07,2011-05-11 17:13:00
12717.0,2,1030.98,2011-07-11 14:47:00
13253.0,2,1030.4,2011-07-06 10:09:00
17033.0,3,1030.14,2011-09-14 14:34:00
15333.0,1,1028.56,2011-05-15 13:27:00
16980.0,2,1028.46,2011-03-29 16:36:00
16682.0,5,1028.0,2011-12-05 12:13:00
16160.0,2,1025.44,2011-10-05 14:19:00
14904.0,2,1025.44,2011-12-07 12:55:00
15658.0,5,1024.1000000000001,2011-06-02 15:22:00
17096.0,4,1022.13,2011-11-24 15:01:00
14346.0,2,1021.58,2011-08-11 09:47:00
13165.0,2,1021.48,2011-10-24 15:05:00
12572.0,2,1020.42,2011-12-01 09:20:00
13376.0,3,1019.76,2011-09-01 16:16:00
18142.0,2,1019.52,2011-07-05 13:19:00
13956.0,5,1019.27,2011-12-04 13:20:00
12828.0,6,1018.71,2011-12-07 08:45:00
12514.0,1,1017.68,2011-03-17 16:38:00
13728.0,6,1016.14,2011-11-03 10:49:00
12642.0,3,1013.26,2011-11-14 15:03:00
12739.0,2,1013.04,2011-09-22 13:00:00
17197.0,1,1013.01,2011-11-10 10:32:00
14195.0,2,1012.0,2011-05-22 10:29:00
14775.0,3,1011.9,2011-10-12 15:27:00
16229.0,2,1010.6,2011-09-13 17:16:00
14446.0,4,1010.35,2011-12-09 11:34:00
12849.0,2,1010.29,2011-11-08 13:41:00
13032.0,2,1010.18,2011-10-18 15:54:00
14224.0,4,1009.73,2011-08-21 13:24:00
16572.0,3,1009.6,2011-08-04 16:34:00
16174.0,3,1009.5500000000001,2011-08-05 13:26:00
17951.0,3,1008.5400000000001,2011-10-31 12:30:00
17646.0,3,1008.39,2011-05-04 13:17:00
